date,isin,NIP,ipt,guidance,initialSpreadToSwap,coupon,maturityTerm,spreadToSwap,spreadDiscount,maturityTermLog,issuerType,paymentRank,issueSize,issueSizeLog,rating
2020-09-10,XS2230884657,13.958467550957677,105.0,,1.05,0.125,4.0,0.54,0.5430755708936769,1.3862943611198906,Corporate,Sr Unsecured,500.0,6.214608098422191,A-
2020-09-11,XS2231792586,31.173637548283114,142.5,115.0,1.425,0.5,3.0,0.955,0.20853685855632023,1.0986122886681098,Corporate,Sr Unsecured,800.0,6.684611727667927,BBB
2020-09-11,XS2231259305,1.5930064532446515,102.5,85.0,1.025,0.553,9.0,0.8091000000000002,0.23332290772824021,2.1972245773362196,Corporate,Sr Unsecured,500.0,6.214608098422191,BBB+
2020-09-15,XS2234568983,2.143540012812889,12.0,8.0,0.12,0.01,7.0,0.345,0.036954574133856374,1.9459101490553132,Financials,Secured,1000.0,6.907755278982137,AAA
2020-09-16,DE000CB0HRQ9,14.07795774029944,160.0,135.0,1.6,0.75,5.5,1.1394104827931901,0.5579682538526817,1.7047480922384253,Financials,Sr Non Preferred,500.0,6.214608098422191,BBB-
2020-09-16,XS2234573710,5.565524294753451,12.0,8.0,0.12,0.01,10.0,0.21500000000000002,0.0534876908780757,2.302585092994046,Financials,Secured,750.0,6.620073206530356,AAA
2020-09-16,XS2234711294,2.553457115434662,12.0,8.0,0.12,0.01,7.5,0.3301299389051487,0.03234054249230406,2.0149030205422647,Financials,Secured,500.0,6.214608098422191,AAA
2020-09-16,XS2235986929,5.492679879040703,80.0,55.0,0.8,0.0,6.0,0.375,0.10481321800492388,1.791759469228055,Corporate,Sr Unsecured,500.0,6.214608098422191,NR
2020-09-16,XS2235987224,0.365662387755556,92.5,72.5,0.925,0.375,9.0,0.63,0.13726540124328682,2.1972245773362196,Corporate,Sr Unsecured,750.0,6.620073206530356,NR
2020-09-16,XS2235996217,9.01986987060294,55.0,42.5,0.55,0.0,8.0,0.29499999999999993,0.11784109282256243,2.0794415416798357,Corporate,Sr Unsecured,1850.0,7.52294091807237,AA-
2020-09-17,XS2148051621,3.737604113144539,12.0,,0.12,0.01,5.0,0.43499999999999994,-0.0183265108775867,1.6094379124341003,Financials,Secured,500.0,6.214608098422191,AAA
2020-09-17,DE000SLB4204,1.382135907958812,,12.0,0.12,0.01,10.0,0.235,0.06057913264731377,2.302585092994046,Financials,Secured,250.0,5.521460917862246,AAA
2020-09-17,FR0013536950,0.6321359079588122,11.0,,0.11,0.01,10.0,0.235,0.05057913264731377,2.302585092994046,Financials,Secured,1250.0,7.1308988302963465,AAA
2020-09-17,XS2236363573,4.314989460798493,260.0,235.0,2.6,1.875,8.0,2.18,0.7175679239307362,2.0794415416798357,Corporate,Sr Unsecured,750.0,6.620073206530356,BBB-
2020-09-17,XS2237321190,1.583024479609137,,9.0,0.09,0.01,5.0,0.43499999999999994,-0.05692543560749745,1.6094379124341003,Financials,Secured,500.0,6.214608098422191,AAA
2020-09-18,XS2237901355,11.988035101589512,90.0,70.0,0.9,0.375,10.0,0.59,0.25384136604811897,2.302585092994046,Corporate,Sr Unsecured,500.0,6.214608098422191,BBB+
2020-09-21,XS2237447961,-50.5648667627918,115.0,97.5,1.15,0.375,6.0,0.77,0.23739006856604772,1.791759469228055,Corporate,Sr Unsecured,500.0,6.214608098422191,NR
2020-09-24,XS2239067379,18.8976854549515,150.0,120.0,1.5,0.75,10.0,0.975,0.5635135922730913,2.302585092994046,Corporate,Sr Unsecured,500.0,6.214608098422191,A
2020-09-24,XS2240063730,2.930202652654582,77.5,55.0,0.775,0.125,8.0,0.43,0.3026883318183765,2.0794415416798357,Corporate,Sr Unsecured,700.0,6.551080335043404,A-
2020-09-24,XS2238342484,17.49668409701171,300.0,270.0,3.0,2.125,5.0,2.54,1.2477964784823383,1.6094379124341003,Corporate,Sr Unsecured,650.0,6.476972362889683,NR
2020-09-29,XS2236283383,32.55190021085729,147.5,115.0,1.475,0.5,3.0,0.9750000000000001,0.6461655139669216,1.0986122886681098,Corporate,Sr Unsecured,500.0,6.214608098422191,NR
2020-09-29,XS2240505268,7.29691652558133,77.5,47.5,0.775,0.0,8.0,0.325,0.13186559707461556,2.0794415416798357,Corporate,Sr Unsecured,500.0,6.214608098422191,A+
2020-09-30,DE000AAR0264,11.748187064490164,115.0,100.0,1.15,0.5,6.5,0.8768984629638659,0.34712693356178703,1.8718021769015913,Financials,Sr Preferred,500.0,6.214608098422191,A-
2020-10-01,XS2238292010,1.5009811001898952,,10.0,0.1,0.01,7.0,0.36499999999999994,0.012903347202969387,1.9459101490553132,Financials,Secured,1500.0,7.313220387090301,AAA
2020-10-01,FR00140003P3,0.2161146858540572,72.5,52.5,0.725,0.1,7.0,0.4549999999999999,0.1516850088497714,1.9459101490553132,Financials,Sr Preferred,750.0,6.620073206530356,A
2020-10-01,XS2240494471,16.077290086661733,250.0,230.0,2.5,1.625,4.0,2.0845000000000002,0.8894122989820269,1.3862943611198906,Corporate,Sr Unsecured,500.0,6.214608098422191,BBB-
2020-10-02,XS2241387252,22.21449470216225,87.5,67.5,0.875,0.214,10.0,0.449,-0.1337177214805665,2.302585092994046,Financials,Sr Unsecured,500.0,6.214608098422191,A-
2020-10-02,XS2241387096,-14.558976492331004,117.5,95.0,1.175,0.693,5.0,1.128,0.35261374259184486,1.6094379124341003,Financials,Sr Unsecured,1000.0,6.907755278982137,A-
2020-10-06,BE6324664703,18.864867915355827,170.0,,1.7,1.0,6.0,1.395,0.6778628818821167,1.791759469228055,Financials,Sr Non Preferred,500.0,6.214608098422191,A-
2020-10-07,XS2240511076,0.8526966749962779,,33.0,0.33,0.01,7.0,0.35849999999999993,0.2409647121076591,1.9459101490553132,Financials,Secured,850.0,6.745236349484363,AAA
2020-10-07,FR00140005T0,13.79492848707439,97.5,70.0,0.975,0.125,6.0,0.51,0.6441610184603199,1.791759469228055,Corporate,Sr Unsecured,300.0,5.703782474656201,NR
2020-10-07,FR00140004Q9,5.557330333545618,,24.0,0.24,0.01,10.0,0.205,0.16098371567152087,2.302585092994046,Financials,Secured,500.0,6.214608098422191,AAA
2020-10-08,XS2243666125,10.167195551852508,110.0,92.5,1.1,0.375,5.0,0.8134999999999999,0.3804637155669877,1.6094379124341003,Financials,Sr Non Preferred,500.0,6.214608098422191,A
2020-10-08,BE6324720299,7.0523880118164,70.0,50.0,0.7,0.01,5.0,0.4485,0.08027949590128389,1.6094379124341003,Financials,Sr Preferred,500.0,6.214608098422191,A-
2020-10-08,FR00140005J1,8.7602541947287,107.5,85.0,1.075,0.375,7.0,0.7350999999999999,0.06222142968800525,1.9459101490553132,Financials,Sr Non Preferred,750.0,6.620073206530356,A-
2020-10-09,XS2243983520,12.904139440038382,117.5,92.5,1.175,0.375,3.0,0.8721,0.3327282161985572,1.0986122886681098,Financials,Sr Unsecured,600.0,6.396929655216146,BBB
2020-10-14,XS2242747181,15.635030381318934,100.0,75.0,1.0,0.155,4.0,0.6501,0.4524222944280612,1.3862943611198906,Corporate,Sr Unsecured,800.0,6.684611727667927,BBB+
2020-10-14,XS2242747348,13.43083790662123,132.5,100.0,1.325,0.541,8.0,0.9001,0.805810567448484,2.0794415416798357,Corporate,Sr Unsecured,800.0,6.684611727667927,BBB+
2020-10-15,DE000A3H24G6,3.2600737954494896,,8.0,0.08,0.01,10.0,0.295,0.03554494417513218,2.302585092994046,Financials,Secured,500.0,6.214608098422191,AAA
2020-10-15,DE000A3H2TW4,16.514276096907693,100.0,75.0,1.0,0.375,12.0,0.58,0.2399263762450732,2.4849066497880004,Corporate,Sr Unsecured,500.0,6.214608098422191,BBB+
2020-10-19,XS2247718435,8.611324905120028,202.5,180.0,2.025,1.25,7.0,1.6744999999999999,0.4690490017210243,1.9459101490553132,Corporate,Sr Unsecured,600.0,6.396929655216146,NR
2020-10-19,FR00140009U0,4.337825726760261,,8.0,0.08,0.01,15.0,0.126,0.02868412400303796,2.70805020110221,Financials,Secured,600.0,6.396929655216146,AAA
2020-10-20,XS2248827771,22.615410324805318,202.5,,2.025,1.0,5.0,1.4735,0.8050382753282258,1.6094379124341003,Corporate,Sr Unsecured,350.0,5.857933154483459,NR
2020-10-21,DE000AAR0272,2.149770600913196,,2.0,0.02,0.01,6.0,0.435,-0.06812096482626821,1.791759469228055,Financials,Secured,500.0,6.214608098422191,NR
2020-10-21,ES0205045026,32.02067980386343,167.5,137.5,1.675,0.875,7.0,1.26,0.3618418830627357,1.9459101490553132,Financials,Sr Unsecured,600.0,6.396929655216146,BBB+
2020-10-21,XS2234579675,6.838018644522147,85.0,67.5,0.85,3.03,7.0,3.415,0.194127266290195,1.9459101490553132,Financials,Sr Unsecured,500.0,6.214608098422191,A-
2020-10-26,FR0014000D31,-0.5993765580025858,62.5,40.0,0.625,0.0,8.0,0.34119999999999995,0.24601743440880328,2.0794415416798357,Corporate,Sr Unsecured,500.0,6.214608098422191,A-
2020-10-30,XS2251233651,6.731673235550861,170.0,,1.7,1.125,8.2,1.48225057160653,-0.08517445909935219,2.1041341542702074,Corporate,Sr Unsecured,500.0,6.214608098422191,BBB
2020-11-05,ES0205032040,-8.25919842077936,130.0,100.0,1.3,0.54,8.0,0.905,0.5696113784698161,2.0794415416798357,Corporate,Sr Unsecured,500.0,6.214608098422191,BBB
2020-11-09,FR0014000KT3,4.966321590026303,140.0,117.5,1.4,0.875,10.0,1.0784,0.07831754943561758,2.302585092994046,Corporate,Sr Unsecured,600.0,6.396929655216146,NR
2020-11-09,XS2258389415,-1.7225361208819967,70.0,50.0,0.7,0.1,7.0,0.4515,-0.06326052570219948,1.9459101490553132,Financials,Sr Preferred,1000.0,6.907755278982137,AA-
2020-11-09,XS2257857834,1.0792244344886608,,11.0,0.11,0.01,5.0,0.44949999999999996,0.03536978641917381,1.6094379124341003,Financials,Secured,500.0,6.214608098422191,AAA
2020-11-09,AT0000A2KW37,3.152897264606677,75.0,55.0,0.75,0.1,8.0,0.4036,0.31892373889634223,2.0794415416798357,Financials,Sr Preferred,750.0,6.620073206530356,A
2020-11-12,XS2260183285,-0.2152611864337308,,5.0,0.05,0.01,10.0,0.225,-0.07173960591402669,2.302585092994046,Financials,Secured,1250.0,7.1308988302963465,AAA
2020-11-12,XS2259867039,8.0754430292567,140.0,110.0,1.4,0.5,3.0,0.9950000000000001,0.9002933242639294,1.0986122886681098,Financials,Sr Unsecured,300.0,5.703782474656201,BBB
2020-11-12,XS2259776230,0.5646656471213705,,8.0,0.08,0.01,15.0,0.025,0.016912258153808174,2.70805020110221,Financials,Secured,500.0,6.214608098422191,AAA
2020-11-12,DK0030467105,-1.1369868202651627,92.5,72.5,0.925,0.25,5.0,0.695,0.28957776238719773,1.6094379124341003,Financials,Sr Non Preferred,750.0,6.620073206530356,BBB+
2020-11-12,DE000HCB0AY6,42.9772361926352,155.0,135.0,1.55,0.75,3.0,1.245,0.9032994474353145,1.0986122886681098,Financials,Sr Non Preferred,500.0,6.214608098422191,BBB-
2020-11-17,XS2262798494,4.9982293644868925,135.0,120.0,1.35,0.625,3.5,1.1223375235323076,0.845817618844918,1.252762968495368,Financials,Sr Preferred,300.0,5.703782474656201,NR
2020-11-17,XS2262065159,3.330459659128627,62.5,40.0,0.625,0.125,12.0,0.27,-0.00850182597642224,2.4849066497880004,Corporate,Sr Unsecured,600.0,6.396929655216146,A-
2020-11-17,XS2261215011,3.5660714244542326,110.0,85.0,1.1,0.5,10.0,0.735,0.6233031809611461,2.302585092994046,Corporate,Sr Unsecured,850.0,6.745236349484363,BBB
2020-11-17,XS2262802601,1.7486380717626746,8.0,8.0,0.08,0.01,8.0,0.3350000000000001,-0.02138476039088013,2.0794415416798357,Financials,Secured,1000.0,6.907755278982137,AAA
2020-11-18,FR0014000PF1,1.9370167358054544,55.0,32.5,0.55,0.0,8.0,0.32500000000000007,0.09732751017219778,2.0794415416798357,Corporate,Sr Unsecured,500.0,6.214608098422191,NR
2020-11-18,FR0014000O87,16.372459072317948,170.0,140.0,1.7,0.878,7.0,1.2429999999999999,1.3978228291620816,1.9459101490553132,Corporate,Sr Unsecured,600.0,6.396929655216146,NR
2020-11-18,FI4000466412,5.234383204644935,,14.0,0.14,0.01,7.0,0.37499999999999994,0.06905001129889243,1.9459101490553132,Financials,Secured,650.0,6.476972362889683,AAA
2020-11-20,FR0014000S75,10.766596666520927,110.0,82.5,1.1,0.25,7.0,0.645,0.5242312401214456,1.9459101490553132,Corporate,Sr Unsecured,500.0,6.214608098422191,BBB-
2020-11-23,FR0014000T33,-0.2969610536605493,250.0,220.0,2.5,1.625,7.0,2.0,0.6337838740195835,1.9459101490553132,Corporate,Sr Unsecured,300.0,5.703782474656201,NR
2020-11-24,XS2264978623,3.360141363236773,,22.0,0.22,0.01,7.0,0.375,0.14556629648711733,1.9459101490553132,Financials,Secured,1000.0,6.907755278982137,AAA
2020-11-25,BE6325493268,25.45410969181835,160.0,130.0,1.6,0.875,10.0,1.1102,0.4954328884349627,2.302585092994046,Corporate,Sr Unsecured,500.0,6.214608098422191,BBB
2020-11-25,XS2265801238,26.792426824215404,160.0,140.0,1.6,0.792,4.0,1.271,1.0816208178413238,1.3862943611198906,Financials,Sr Preferred,300.0,5.703782474656201,BBB
2020-11-25,XS2265968284,1.8573349364319167,65.0,41.0,0.65,0.01,7.0,0.3815,0.015737321572168526,1.9459101490553132,Financials,Sr Non Preferred,500.0,6.214608098422191,A
2020-11-25,FR0014000UC8,3.9730550380489538,152.5,125.0,1.525,0.625,6.5,1.0196920830422163,0.5630859247356693,1.8718021769015913,Corporate,Sr Unsecured,1000.0,6.907755278982137,BBB+
2020-11-25,FR0014000UD6,9.997852327749433,200.0,170.0,2.0,1.375,11.0,1.5644,0.7653280040206318,2.3978952727983707,Corporate,Sr Unsecured,1000.0,6.907755278982137,BBB+
2020-11-25,XS2265371042,9.436022625943004,110.0,80.0,1.1,0.35,7.25,0.7103025152825725,0.55813094385216,1.9810014688665833,Financials,Sr Unsecured,750.0,6.620073206530356,BBB+
2020-11-25,BE0002755362,21.902995580211776,80.0,55.0,0.8,0.25,10.0,0.48519999999999996,0.3846476920391379,2.302585092994046,Corporate,Sr Unsecured,600.0,6.396929655216146,NR
2020-11-30,XS2268340010,2.630000195981191,70.0,45.0,0.7,0.0,8.0,0.345,0.31175546153771455,2.0794415416798357,Corporate,Sr Unsecured,600.0,6.396929655216146,NR
2020-12-02,XS2270406452,5.269305014363786,110.0,87.5,1.1,0.625,10.1,0.8456200654852326,0.46627120962569485,2.312535423847214,Corporate,Sr Unsecured,400.0,5.991464547107982,BBB-
2020-12-02,FR0014000Y93,2.8775225487042597,85.0,62.5,0.85,0.125,7.0,0.48999999999999994,-0.002192436204624149,1.9459101490553132,Financials,Sr Non Preferred,1000.0,6.907755278982137,A-
2020-12-08,FR00140010J1,14.992284879626958,260.0,225.0,2.6,1.75,9.0,2.067,1.2515779748224252,2.1972245773362196,Corporate,Sr Unsecured,300.0,5.703782474656201,NR
2020-12-10,XS2275029085,8.394947026230884,,70.0,0.7,0.25,10.0,0.5349999999999999,0.23749619336804603,2.302585092994046,Corporate,Sr Unsecured,500.0,6.214608098422191,BBB
2021-01-05,XS2282093769,6.154704326762274,85.0,60.0,0.85,0.0,2.5,0.5320251942381753,0.30024960943824064,0.9162907318741551,Corporate,Sr Unsecured,1000.0,6.907755278982137,BBB+
2021-01-05,FR0014001EW8,16.46449307900737,85.0,55.0,0.85,0.0,8.0,0.355,0.5730701847214426,2.0794415416798357,Corporate,Sr Unsecured,750.0,6.620073206530356,BBB
2021-01-05,XS2282210231,9.86969469295015,80.0,65.0,0.8,0.2,7.0,0.595,0.29007162538714504,1.9459101490553132,Financials,Sr Non Preferred,750.0,6.620073206530356,A-
2021-01-05,DE000AAR0280,1.682394864762148,4.0,,0.04,0.01,7.0,0.405,0.0133143381371378,1.9459101490553132,Financials,Secured,500.0,6.214608098422191,AAA
2021-01-05,XS2282101539,3.306721386481476,112.5,85.0,1.125,0.125,7.0,0.52,0.2824357231909333,1.9459101490553132,Corporate,Sr Unsecured,1000.0,6.907755278982137,BBB+
2021-01-05,XS2282095970,11.542421114788011,125.0,100.0,1.25,0.5,8.0,0.855,0.7193078695254614,2.0794415416798357,Corporate,Sr Unsecured,750.0,6.620073206530356,BBB+
2021-01-05,XS2282094494,5.890633973180316,105.0,80.0,1.05,0.25,5.0,0.725,0.34875014727893044,1.6094379124341003,Corporate,Sr Unsecured,750.0,6.620073206530356,BBB+
2021-01-07,FR0014001G29,8.61830839697148,62.5,50.0,0.625,0.01,6.0,0.42499999999999993,0.1736881746125391,1.791759469228055,Financials,Sr Preferred,750.0,6.620073206530356,A+
2021-01-07,XS2281342878,-0.4557990249612462,80.0,,0.8,0.05,4.0,0.535,0.48498869196493966,1.3862943611198906,Corporate,Sr Unsecured,1200.0,7.090076835776092,NR
2021-01-07,XS2281343413,0.5751334467171425,120.0,,1.2,0.625,10.5,0.8331701493103374,0.7982695075878425,2.3513752571634776,Corporate,Sr Unsecured,1000.0,6.907755278982137,NR
2021-01-07,XS2281343256,4.643311645920322,105.0,,1.05,0.375,8.0,0.7,0.7485316125399771,2.0794415416798357,Corporate,Sr Unsecured,1000.0,6.907755278982137,NR
2021-01-11,FR0014001I50,0.8703311244872148,65.0,42.5,0.65,0.0,6.0,0.3949999999999999,0.23942838526188695,1.791759469228055,Corporate,Sr Unsecured,700.0,6.551080335043404,NR
2021-01-11,FR0014001I68,0.1493678531364728,82.5,65.0,0.825,0.25,7.0,0.605,0.07645105829439722,1.9459101490553132,Financials,Sr Non Preferred,1000.0,6.907755278982137,A
2021-01-11,FR0014001IM0,-4.264618663430818,115.0,90.0,1.15,0.625,10.0,0.83,0.14342662875076756,2.302585092994046,Corporate,Sr Unsecured,600.0,6.396929655216146,BBB+
2021-01-11,FR0014001IO6,2.573426551499709,70.0,45.0,0.7,0.0,8.0,0.305,0.3684715658451725,2.0794415416798357,Corporate,Sr Unsecured,1050.0,6.956545443151569,A
2021-01-12,XS2286442186,0.9917397264309358,107.5,80.0,1.075,0.625,12.0,0.73,0.38492873654071774,2.4849066497880004,Corporate,Sr Unsecured,650.0,6.476972362889683,BBB
2021-01-12,XS2286441964,-3.2207887795652104,85.0,60.0,0.85,0.125,6.5,0.48564899943129247,0.3653352233049528,1.8718021769015913,Corporate,Sr Unsecured,500.0,6.214608098422191,BBB
2021-01-12,XS2283188683,15.133220208399637,152.5,125.0,1.525,0.875,10.0,1.07,1.1580167278661402,2.302585092994046,Corporate,Sr Unsecured,500.0,6.214608098422191,NR
2021-01-12,XS2289133915,-10.00725059321004,95.0,,0.95,0.325,5.0,0.75,0.47235008849730364,1.6094379124341003,Financials,Sr Preferred,1000.0,6.907755278982137,NR
2021-01-12,XS2288948859,1.330310384362407,65.0,45.0,0.65,0.1,7.11,0.4295250099065402,0.264224457441552,1.9615022438151495,Corporate,Sr Unsecured,600.0,6.396929655216146,BBB
2021-01-12,XS2281473111,4.588191677624656,75.0,50.0,0.75,0.0,7.0,0.335,-0.27530969183497733,1.9459101490553132,Corporate,Sr Unsecured,500.0,6.214608098422191,A-
2021-01-13,XS2288925568,6.331743457465736,165.0,140.0,1.65,1.0,8.0,1.325,0.4441331127331825,2.0794415416798357,Corporate,Sr Unsecured,600.0,6.396929655216146,BBB
2021-01-13,XS2287624584,10.98325343595346,77.5,57.5,0.775,0.125,7.5,0.4707582793477101,0.14234581845068828,2.0149030205422647,Corporate,Sr Unsecured,500.0,6.214608098422191,A
2021-01-13,XS2289408440,9.669363418472583,80.0,55.0,0.8,0.163,7.0,0.528,0.259738446938319,1.9459101490553132,Corporate,Sr Unsecured,500.0,6.214608098422191,BBB+
2021-01-13,DK0009404618,1.8323786096677208,,7.0,0.07,0.01,7.0,0.375,0.004577588362281583,1.9459101490553132,Financials,Secured,500.0,6.214608098422191,AAA
2021-01-14,XS2289593670,1.11709090818168,10.0,10.0,0.1,0.01,10.0,0.24500000000000002,0.02992411401363265,2.302585092994046,Financials,Secured,1500.0,7.313220387090301,AAA
2021-01-14,XS2289797248,11.877080923202572,147.5,,1.475,0.905,10.0,1.1400000000000001,0.6741988032173102,2.302585092994046,Corporate,Sr Unsecured,550.0,6.309918278226516,BBB-
2021-01-19,XS2291901994,1.059057751827976,,11.0,0.11,0.01,7.0,0.365,0.01970521036141435,1.9459101490553132,Financials,Secured,500.0,6.214608098422191,AAA
2021-01-19,XS2291788656,-0.6293966644564867,,11.0,0.11,0.01,10.0,0.225,0.04969962206505049,2.302585092994046,Financials,Secured,1250.0,7.1308988302963465,AAA
2021-01-19,AT0000A2N7F1,4.013354511981934,117.5,,1.175,0.625,8.0,0.94,0.43351831995172124,2.0794415416798357,Financials,Sr Non Preferred,250.0,5.521460917862246,A
2021-01-19,XS2282707178,4.988773390708919,33.0,28.0,0.33,0.01,5.0,0.455,0.2267335693955111,1.6094379124341003,Financials,Secured,500.0,6.214608098422191,AAA
2021-01-21,XS2292486771,12.388745849357935,77.5,45.0,0.775,0.0,4.8,0.4226884448996237,0.18544582741598362,1.5686159179138452,Corporate,Sr Unsecured,300.0,5.703782474656201,NR
2021-01-21,XS2292487076,18.72231266889215,105.0,72.5,1.05,0.25,9.5,0.4534777390539496,0.5901753408948504,2.2512917986064953,Corporate,Sr Unsecured,600.0,6.396929655216146,NR
2021-01-25,FR0014001QL5,2.289248881097229,,6.0,0.06,0.01,10.0,0.235,0.002915005159815494,2.302585092994046,Financials,Secured,750.0,6.620073206530356,AAA
2021-01-25,DE000A3H2TK9,1.1777021399304677,,4.0,0.04,0.01,9.0,0.28500000000000003,0.01099195890012466,2.1972245773362196,Financials,Secured,1000.0,6.907755278982137,AAA
2021-01-25,DE000A3H2ZX9,11.296896175760391,70.0,,0.7,0.1,5.0,0.5449999999999999,0.2782016128436608,1.6094379124341003,Financials,Sr Preferred,500.0,6.214608098422191,A-
2021-02-01,XS2297177664,1.944735877073211,80.0,52.5,0.8,0.25,10.0,0.43500000000000005,0.5662040726041263,2.302585092994046,Corporate,Sr Unsecured,700.0,6.551080335043404,BBB+
2021-02-02,XS2297549391,9.542711912770589,115.0,92.5,1.15,0.5,8.0,0.765,0.4252328602855973,2.0794415416798357,Financials,Sr Non Preferred,1000.0,6.907755278982137,BBB
2021-02-02,BE6326767397,2.2956266710981743,,9.0,0.09,0.01,10.0,0.175,0.06840383940304219,2.302585092994046,Financials,Secured,500.0,6.214608098422191,AAA
2021-02-03,DE000BLB6JJ0,11.005784172252271,75.0,55.0,0.75,0.125,7.0,0.43,-0.012779082655945694,1.9459101490553132,Financials,Sr Non Preferred,500.0,6.214608098422191,A-
2021-02-04,XS2298304499,-0.2861925803339893,72.5,52.0,0.725,0.2,7.0,0.495,0.3423149733221684,1.9459101490553132,Financials,Sr Preferred,1250.0,7.1308988302963465,A
2021-02-05,XS2299001888,3.053102571167976,70.0,50.0,0.7,0.0,7.0,0.285,0.07548701701798262,1.9459101490553132,Corporate,Sr Unsecured,500.0,6.214608098422191,NR
2021-02-05,XS2297882644,6.339406398185697,65.0,,0.65,0.125,8.0,0.35,0.17502123905379338,2.0794415416798357,Corporate,Sr Unsecured,500.0,6.214608098422191,BBB+
2021-02-09,XS2301390089,33.0706421522075,235.0,,2.35,1.875,7.0,2.16,0.883415246501101,1.9459101490553132,Corporate,Sr Unsecured,1000.0,6.907755278982137,BB-
2021-02-09,XS2300292617,3.294128601447051,170.0,140.0,1.7,0.75,5.0,1.145,1.064634620250762,1.6094379124341003,Corporate,Sr Unsecured,500.0,6.214608098422191,BB+
2021-02-11,XS2303089697,5.006928091276149,60.0,42.5,0.6,0.01,7.0,0.30500000000000005,0.09067154599406863,1.9459101490553132,Financials,Sr Preferred,500.0,6.214608098422191,A+
2021-02-11,XS2303052695,5.062455481963768,145.0,120.0,1.45,0.75,6.0,1.105,0.38454983179929764,1.791759469228055,Corporate,Sr Unsecured,500.0,6.214608098422191,BBB-
2021-02-12,XS2303927227,5.332568126041283,105.0,,1.05,0.25,7.0,0.5219,0.09753807524682079,1.9459101490553132,Corporate,Sr Unsecured,350.0,5.857933154483459,BBB
2021-02-12,FR00140022B3,3.726185065356324,67.5,50.0,0.675,0.125,7.0,0.3969,0.3084952402474903,1.9459101490553132,Financials,Sr Preferred,1000.0,6.907755278982137,A
2021-02-17,XS2306220190,6.213626568301625,77.5,55.0,0.775,0.0,3.0,0.475,0.18290411480729332,1.0986122886681098,Financials,Sr Unsecured,500.0,6.214608098422191,BBB
2021-02-18,XS2306851853,11.239686907440475,67.5,55.0,0.675,0.625,12.0,0.526,0.01623598259656802,2.4849066497880004,Financials,Sr Non Preferred,850.0,6.745236349484363,A-
2021-02-22,XS2307573993,7.727018518941271,65.0,32.5,0.65,0.0,5.0,0.335,-0.029514919196242443,1.6094379124341003,Corporate,Sr Unsecured,300.0,5.703782474656201,A+
2021-02-23,NL00150008B6,1.599647580849143,,7.0,0.07,0.375,20.0,0.020000000000000018,0.08135923645381941,2.995732273553991,Financials,Secured,500.0,6.214608098422191,AAA
2021-02-23,FR00140027U2,5.755892174354282,100.0,80.0,1.0,0.75,10.0,0.7533,0.4729329670660297,2.302585092994046,Financials,Sr Non Preferred,1000.0,6.907755278982137,A+
2021-02-24,AT000B066907,-0.3502790562953239,,8.0,0.08,0.25,15.0,-0.0010000000000000009,0.0636093370334728,2.70805020110221,Financials,Secured,300.0,5.703782474656201,AAA
2021-02-24,XS2308616841,7.851483810360831,75.0,55.0,0.75,0.5,10.0,0.4964,0.13308015181809332,2.302585092994046,Corporate,Sr Unsecured,500.0,6.214608098422191,A-
2021-02-24,XS2304340263,9.827736781701017,100.0,70.0,1.0,0.25,6.0,0.515,0.11301965638010564,1.791759469228055,Corporate,Sr Unsecured,500.0,6.214608098422191,BBB-
2021-02-24,XS2308586911,6.171004025036738,60.0,45.0,0.6,0.125,7.0,0.31999999999999995,0.08100518808134842,1.9459101490553132,Financials,Sr Preferred,500.0,6.214608098422191,AA-
2021-02-24,XS2308298962,4.4481061419795305,80.0,,0.8,0.375,7.0,0.57,0.05744840495157762,1.9459101490553132,Financials,Sr Non Preferred,500.0,6.214608098422191,A-
2021-03-01,XS2307863998,8.572784026719013,75.0,55.0,0.75,0.5,12.0,0.41600000000000004,0.19918054991785822,2.4849066497880004,Corporate,Sr Unsecured,650.0,6.476972362889683,A+
2021-03-01,XS2307863642,6.596564452831854,65.0,45.0,0.65,0.125,8.0,0.27,0.11080997859743809,2.0794415416798357,Corporate,Sr Unsecured,700.0,6.551080335043404,A+
2021-03-02,FR0014002C30,2.3628647004310803,67.5,47.5,0.675,0.0,5.0,0.355,0.2262894134698307,1.6094379124341003,Corporate,Sr Unsecured,750.0,6.620073206530356,BBB+
2021-03-02,DE000HCB0AZ3,1.947702015117427,85.0,75.0,0.85,0.375,5.0,0.73,0.4444591958551646,1.6094379124341003,Financials,Sr Preferred,500.0,6.214608098422191,BBB
2021-03-03,DE000MHB64E1,6.718012873310917,75.0,,0.75,0.375,8.0,0.49,0.03595544758625788,2.0794415416798357,Financials,Sr Non Preferred,500.0,6.214608098422191,AA-
2021-03-03,XS2312584779,1.3003482015366443,,9.0,0.09,0.01,10.0,-0.008999999999999996,0.02456086442164776,2.302585092994046,Financials,Secured,1000.0,6.907755278982137,AAA
2021-03-03,XS2311407352,16.708860481900793,100.0,80.0,1.0,0.375,6.0,0.6300000000000001,0.4784222070507647,1.791759469228055,Financials,Sr Unsecured,750.0,6.620073206530356,BBB-
2021-03-04,FR0014002BJ9,6.36515809087365,100.0,82.5,1.0,0.875,12.0,0.74,0.40465108279348216,2.4849066497880004,Financials,Sr Non Preferred,600.0,6.396929655216146,A-
