,Instrument,Date,Bid Yield
40032,XS2227050023,2021-04-02T00:00:00Z,0.184
40033,XS2227050023,2021-04-05T00:00:00Z,0.182
40034,XS2227050023,2021-04-06T00:00:00Z,0.16
40035,XS2227050023,2021-04-07T00:00:00Z,0.182
40036,XS2227050023,2021-04-08T00:00:00Z,0.151
40037,XS2227050023,2021-04-09T00:00:00Z,0.176
40038,XS2227050023,2021-04-12T00:00:00Z,0.204
40039,XS2227050023,2021-04-13T00:00:00Z,0.173
40040,XS2227050023,2021-04-14T00:00:00Z,0.213
40041,XS2227050023,2021-04-15T00:00:00Z,0.185
40042,XS2227050023,2021-04-16T00:00:00Z,0.208
40043,XS2227050023,2021-04-19T00:00:00Z,0.218
40044,XS2227050023,2021-04-20T00:00:00Z,0.196
40045,XS2227050023,2021-04-21T00:00:00Z,0.186
40046,XS2227050023,2021-04-22T00:00:00Z,0.186
40047,XS2227050023,2021-04-23T00:00:00Z,0.194
40048,XS2227050023,2021-04-26T00:00:00Z,0.195
40049,XS2227050023,2021-04-27T00:00:00Z,0.204
40050,XS2227050023,2021-04-28T00:00:00Z,0.193
40051,XS2227050023,2021-04-29T00:00:00Z,0.221
40052,XS2227050023,2021-04-30T00:00:00Z,0.201
40053,XS2227050023,2021-05-03T00:00:00Z,0.201
40054,XS2227050023,2021-05-04T00:00:00Z,0.157
40055,XS2227050023,2021-05-05T00:00:00Z,0.155
40056,XS2227050379,2021-03-26T00:00:00Z,0.626
40057,XS2227050379,2021-03-29T00:00:00Z,0.661
40058,XS2227050379,2021-03-30T00:00:00Z,0.684
40059,XS2227050379,2021-03-31T00:00:00Z,0.672
40060,XS2227050379,2021-04-01T00:00:00Z,0.623
40061,XS2227050379,2021-04-02T00:00:00Z,0.62
40062,XS2227050379,2021-04-05T00:00:00Z,0.619
40063,XS2227050379,2021-04-06T00:00:00Z,0.608
40064,XS2227050379,2021-04-07T00:00:00Z,0.646
40065,XS2227050379,2021-04-08T00:00:00Z,0.597
40066,XS2227050379,2021-04-09T00:00:00Z,0.63
40067,XS2227050379,2021-04-12T00:00:00Z,0.678
40068,XS2227050379,2021-04-13T00:00:00Z,0.628
40069,XS2227050379,2021-04-14T00:00:00Z,0.673
40070,XS2227050379,2021-04-15T00:00:00Z,0.645
40071,XS2227050379,2021-04-16T00:00:00Z,0.678
40072,XS2227050379,2021-04-19T00:00:00Z,0.707
40073,XS2227050379,2021-04-20T00:00:00Z,0.677
40074,XS2227050379,2021-04-21T00:00:00Z,0.676
40075,XS2227050379,2021-04-22T00:00:00Z,0.675
40076,XS2227050379,2021-04-23T00:00:00Z,0.686
40077,XS2227050379,2021-04-26T00:00:00Z,0.682
40078,XS2227050379,2021-04-27T00:00:00Z,0.694
40079,XS2227050379,2021-04-28T00:00:00Z,0.704
40080,XS2227050379,2021-04-29T00:00:00Z,0.743
40081,XS2227050379,2021-04-30T00:00:00Z,0.725
40082,XS2227050379,2021-05-03T00:00:00Z,0.718
40083,XS2227050379,2021-05-04T00:00:00Z,0.686
40084,XS2227050379,2021-05-05T00:00:00Z,0.684
40085,XS2333649759,2021-04-14T00:00:00Z,0.177
40086,XS2333649759,2021-04-15T00:00:00Z,0.141
40087,XS2333649759,2021-04-16T00:00:00Z,0.176
40088,XS2333649759,2021-04-19T00:00:00Z,0.183
40089,XS2333649759,2021-04-20T00:00:00Z,0.161
40090,XS2333649759,2021-04-21T00:00:00Z,0.151
40091,XS2333649759,2021-04-22T00:00:00Z,0.153
40092,XS2333649759,2021-04-23T00:00:00Z,0.166
40093,XS2333649759,2021-04-26T00:00:00Z,0.168
40094,XS2333649759,2021-04-27T00:00:00Z,0.182
40095,XS2333649759,2021-04-28T00:00:00Z,0.185
40096,XS2333649759,2021-04-29T00:00:00Z,0.229
40097,XS2333649759,2021-04-30T00:00:00Z,0.211
40098,XS2333649759,2021-05-03T00:00:00Z,0.204
40099,XS2333649759,2021-05-04T00:00:00Z,0.175
40100,XS2333649759,2021-05-05T00:00:00Z,0.172
40101,XS2333649759,2021-05-06T00:00:00Z,0.188
40102,XS2333649759,2021-05-07T00:00:00Z,0.184
40103,XS2333649759,2021-05-10T00:00:00Z,0.198
40104,XS2333649759,2021-05-11T00:00:00Z,0.234
40105,XS2333649759,2021-05-12T00:00:00Z,0.251
40106,XS2333649759,2021-05-13T00:00:00Z,0.23
40107,XS2333649759,2021-05-14T00:00:00Z,0.224
40108,XS2333649759,2021-05-17T00:00:00Z,0.242
40109,XS2333649759,2021-05-18T00:00:00Z,0.266
40110,XS2333649759,2021-05-19T00:00:00Z,0.278
40111,XS2333649759,2021-05-20T00:00:00Z,0.285
40112,XS2333649759,2021-05-21T00:00:00Z,0.261
40113,XS2333649759,2021-05-24T00:00:00Z,0.257
40114,XS2247718435,2021-04-05T00:00:00Z,0.842
40115,XS2247718435,2021-04-06T00:00:00Z,0.847
40116,XS2247718435,2021-04-07T00:00:00Z,0.833
40117,XS2247718435,2021-04-08T00:00:00Z,0.812
40118,XS2247718435,2021-04-09T00:00:00Z,0.852
40119,XS2247718435,2021-04-12T00:00:00Z,0.853
40120,XS2247718435,2021-04-13T00:00:00Z,0.828
40121,XS2247718435,2021-04-14T00:00:00Z,0.865
40122,XS2247718435,2021-04-15T00:00:00Z,0.837
40123,XS2247718435,2021-04-16T00:00:00Z,0.829
40124,XS2247718435,2021-04-19T00:00:00Z,0.843
40125,XS2247718435,2021-04-20T00:00:00Z,0.819
40126,XS2247718435,2021-04-21T00:00:00Z,0.803
40127,XS2247718435,2021-04-22T00:00:00Z,0.794
40128,XS2247718435,2021-04-23T00:00:00Z,0.808
40129,XS2247718435,2021-04-26T00:00:00Z,0.817
40130,XS2247718435,2021-04-27T00:00:00Z,0.834
40131,XS2247718435,2021-04-28T00:00:00Z,0.819
40132,XS2247718435,2021-04-29T00:00:00Z,0.858
40133,XS2247718435,2021-04-30T00:00:00Z,0.832
40134,XS2247718435,2021-05-03T00:00:00Z,0.818
40135,XS2247718435,2021-05-04T00:00:00Z,0.81
40136,XS2247718435,2021-05-05T00:00:00Z,0.806
40137,XS2247718435,2021-05-06T00:00:00Z,0.815
40138,XS2247718435,2021-05-07T00:00:00Z,0.826
40139,XS2247718435,2021-05-10T00:00:00Z,0.832
40140,XS2247718435,2021-05-11T00:00:00Z,0.871
40141,XS2247718435,2021-05-12T00:00:00Z,0.901
40142,XS2247718435,2021-05-13T00:00:00Z,0.914
40143,XS2247718435,2021-05-14T00:00:00Z,0.913
40144,XS1638816089,2021-04-12T00:00:00Z,0.203
40145,XS1638816089,2021-04-13T00:00:00Z,0.192
40146,XS1638816089,2021-04-14T00:00:00Z,0.231
40147,XS1638816089,2021-04-15T00:00:00Z,0.196
40148,XS1638816089,2021-04-16T00:00:00Z,0.227
40149,XS1638816089,2021-04-19T00:00:00Z,0.247
40150,XS1638816089,2021-04-20T00:00:00Z,0.218
40151,XS1638816089,2021-04-21T00:00:00Z,0.213
40152,XS1638816089,2021-04-22T00:00:00Z,0.211
40153,XS1638816089,2021-04-23T00:00:00Z,0.223
40154,XS1638816089,2021-04-26T00:00:00Z,0.228
40155,XS1638816089,2021-04-27T00:00:00Z,0.235
40156,XS1638816089,2021-04-28T00:00:00Z,0.236
40157,XS1638816089,2021-04-29T00:00:00Z,0.284
40158,XS1638816089,2021-04-30T00:00:00Z,0.263
40159,XS1638816089,2021-05-03T00:00:00Z,0.26
40160,XS1638816089,2021-05-04T00:00:00Z,0.231
40161,XS1638816089,2021-05-05T00:00:00Z,0.228
40162,XS1638816089,2021-05-06T00:00:00Z,0.244
40163,XS1638816089,2021-05-07T00:00:00Z,0.239
40164,XS1638816089,2021-05-10T00:00:00Z,0.251
40165,XS1638816089,2021-05-11T00:00:00Z,0.283
40166,XS1638816089,2021-05-12T00:00:00Z,0.303
40167,XS1638816089,2021-05-13T00:00:00Z,0.29
40168,XS1638816089,2021-05-14T00:00:00Z,0.278
40169,XS1638816089,2021-05-17T00:00:00Z,0.29
40170,XS1638816089,2021-05-18T00:00:00Z,0.321
40171,XS1638816089,2021-05-19T00:00:00Z,0.327
40172,XS1638816089,2021-05-20T00:00:00Z,0.328
40173,XS2156236452,2021-04-08T00:00:00Z,0.062
40174,XS2156236452,2021-04-09T00:00:00Z,0.104
40175,XS2156236452,2021-04-12T00:00:00Z,0.099
40176,XS2156236452,2021-04-13T00:00:00Z,0.089
40177,XS2156236452,2021-04-14T00:00:00Z,0.13
40178,XS2156236452,2021-04-15T00:00:00Z,0.098
40179,XS2156236452,2021-04-16T00:00:00Z,0.123
40180,XS2156236452,2021-04-19T00:00:00Z,0.15
40181,XS2156236452,2021-04-20T00:00:00Z,0.125
40182,XS2156236452,2021-04-21T00:00:00Z,0.106
40183,XS2156236452,2021-04-22T00:00:00Z,0.112
40184,XS2156236452,2021-04-23T00:00:00Z,0.114
40185,XS2156236452,2021-04-26T00:00:00Z,0.118
40186,XS2156236452,2021-04-27T00:00:00Z,0.131
40187,XS2156236452,2021-04-28T00:00:00Z,0.128
40188,XS2156236452,2021-04-29T00:00:00Z,0.167
40189,XS2156236452,2021-04-30T00:00:00Z,0.146
40190,XS2156236452,2021-05-03T00:00:00Z,0.139
40191,XS2156236452,2021-05-04T00:00:00Z,0.134
40192,XS2156236452,2021-05-05T00:00:00Z,0.124
40193,XS2156236452,2021-05-06T00:00:00Z,0.134
40194,XS2156236452,2021-05-07T00:00:00Z,0.131
40195,XS2156236452,2021-05-10T00:00:00Z,0.139
40196,XS2156236452,2021-05-11T00:00:00Z,0.182
40197,XS2156236452,2021-05-12T00:00:00Z,0.211
40198,XS2156236452,2021-05-13T00:00:00Z,0.22
40199,XS2156236452,2021-05-14T00:00:00Z,0.213
40200,XS2156236452,2021-05-17T00:00:00Z,0.223
40201,XS2156236452,2021-05-18T00:00:00Z,0.227
40202,XS2234573710,2021-04-14T00:00:00Z,0.038
40203,XS2234573710,2021-04-15T00:00:00Z,0.003
40204,XS2234573710,2021-04-16T00:00:00Z,0.034
40205,XS2234573710,2021-04-19T00:00:00Z,0.055
40206,XS2234573710,2021-04-20T00:00:00Z,0.027
40207,XS2234573710,2021-04-21T00:00:00Z,0.021
40208,XS2234573710,2021-04-22T00:00:00Z,0.021
40209,XS2234573710,2021-04-23T00:00:00Z,0.034
40210,XS2234573710,2021-04-26T00:00:00Z,0.036
40211,XS2234573710,2021-04-27T00:00:00Z,0.051
40212,XS2234573710,2021-04-28T00:00:00Z,0.049
40213,XS2234573710,2021-04-29T00:00:00Z,0.095
40214,XS2234573710,2021-04-30T00:00:00Z,0.086
40215,XS2234573710,2021-05-03T00:00:00Z,0.075
40216,XS2234573710,2021-05-04T00:00:00Z,0.048
40217,XS2234573710,2021-05-05T00:00:00Z,0.044
40218,XS2234573710,2021-05-06T00:00:00Z,0.057
40219,XS2234573710,2021-05-07T00:00:00Z,0.065
40220,XS2234573710,2021-05-10T00:00:00Z,0.071
40221,XS2234573710,2021-05-11T00:00:00Z,0.106
40222,XS2234573710,2021-05-12T00:00:00Z,0.129
40223,XS2234573710,2021-05-13T00:00:00Z,0.109
40224,XS2234573710,2021-05-14T00:00:00Z,0.099
40225,XS2234573710,2021-05-17T00:00:00Z,0.121
40226,XS2234573710,2021-05-18T00:00:00Z,0.142
40227,XS2234573710,2021-05-19T00:00:00Z,0.15
40228,XS2234573710,2021-05-20T00:00:00Z,0.15
40229,XS2234573710,2021-05-21T00:00:00Z,0.134
40230,XS2234573710,2021-05-24T00:00:00Z,0.127
40231,XS2238292010,2021-04-15T00:00:00Z,-0.172
40232,XS2238292010,2021-04-16T00:00:00Z,-0.17
40233,XS2238292010,2021-04-19T00:00:00Z,-0.151
40234,XS2238292010,2021-04-20T00:00:00Z,-0.156
40235,XS2238292010,2021-04-21T00:00:00Z,-0.175
40236,XS2238292010,2021-04-22T00:00:00Z,-0.181
40237,XS2238292010,2021-04-23T00:00:00Z,-0.171
40238,XS2238292010,2021-04-26T00:00:00Z,-0.17
40239,XS2238292010,2021-04-27T00:00:00Z,-0.157
40240,XS2238292010,2021-04-28T00:00:00Z,-0.147
40241,XS2238292010,2021-04-29T00:00:00Z,-0.115
40242,XS2238292010,2021-04-30T00:00:00Z,-0.133
40243,XS2238292010,2021-05-03T00:00:00Z,-0.126
40244,XS2238292010,2021-05-04T00:00:00Z,-0.167
40245,XS2238292010,2021-05-05T00:00:00Z,-0.163
40246,XS2238292010,2021-05-06T00:00:00Z,-0.167
40247,XS2238292010,2021-05-07T00:00:00Z,-0.157
40248,XS2238292010,2021-05-10T00:00:00Z,-0.149
40249,XS2238292010,2021-05-11T00:00:00Z,-0.131
40250,XS2238292010,2021-05-12T00:00:00Z,-0.112
40251,XS2238292010,2021-05-12T00:00:00Z,-0.112
40252,XS2238292010,2021-05-14T00:00:00Z,-0.119
40253,XS2238292010,2021-05-14T00:00:00Z,-0.119
40254,XS2238292010,2021-05-18T00:00:00Z,-0.09
40255,XS2238292010,2021-05-19T00:00:00Z,-0.081
40256,XS2238292010,2021-05-20T00:00:00Z,-0.075
40257,XS2238292010,2021-05-21T00:00:00Z,-0.08
40258,XS2238292010,2021-05-21T00:00:00Z,-0.08
40259,XS2238292010,2021-05-25T00:00:00Z,-0.104
40260,XS2231183646,2021-04-15T00:00:00Z,1.031
40261,XS2231183646,2021-04-16T00:00:00Z,1.055
40262,XS2231183646,2021-04-19T00:00:00Z,1.084
40263,XS2231183646,2021-04-20T00:00:00Z,1.056
40264,XS2231183646,2021-04-21T00:00:00Z,1.056
40265,XS2231183646,2021-04-22T00:00:00Z,1.034
40266,XS2231183646,2021-04-23T00:00:00Z,1.043
40267,XS2231183646,2021-04-26T00:00:00Z,1.045
40268,XS2231183646,2021-04-27T00:00:00Z,1.045
40269,XS2231183646,2021-04-28T00:00:00Z,1.044
40270,XS2231183646,2021-04-29T00:00:00Z,1.074
40271,XS2231183646,2021-04-30T00:00:00Z,1.042
40272,XS2231183646,2021-05-03T00:00:00Z,1.063
40273,XS2231183646,2021-05-04T00:00:00Z,1.027
40274,XS2231183646,2021-05-05T00:00:00Z,0.977
40275,XS2231183646,2021-05-06T00:00:00Z,0.986
40276,XS2231183646,2021-05-07T00:00:00Z,0.989
40277,XS2231183646,2021-05-10T00:00:00Z,1.0
40278,XS2231183646,2021-05-11T00:00:00Z,1.045
40279,XS2231183646,2021-05-12T00:00:00Z,1.074
40280,XS2231183646,2021-05-13T00:00:00Z,1.074
40281,XS2231183646,2021-05-14T00:00:00Z,1.066
40282,XS2231183646,2021-05-17T00:00:00Z,1.082
40283,XS2231183646,2021-05-18T00:00:00Z,1.087
40284,XS2231183646,2021-05-19T00:00:00Z,1.098
40285,XS2231183646,2021-05-20T00:00:00Z,1.114
40286,XS2231183646,2021-05-21T00:00:00Z,1.094
40287,XS2231183646,2021-05-24T00:00:00Z,1.095
40288,XS2231183646,2021-05-25T00:00:00Z,1.056
40289,XS1877540465,2021-04-16T00:00:00Z,0.154
40290,XS1877540465,2021-04-19T00:00:00Z,0.165
40291,XS1877540465,2021-04-20T00:00:00Z,0.153
40292,XS1877540465,2021-04-21T00:00:00Z,0.147
40293,XS1877540465,2021-04-22T00:00:00Z,0.146
40294,XS1877540465,2021-04-23T00:00:00Z,0.153
40295,XS1877540465,2021-04-26T00:00:00Z,0.149
40296,XS1877540465,2021-04-27T00:00:00Z,0.163
40297,XS1877540465,2021-04-28T00:00:00Z,0.158
40298,XS1877540465,2021-04-29T00:00:00Z,0.174
40299,XS1877540465,2021-04-30T00:00:00Z,0.165
40300,XS1877540465,2021-05-03T00:00:00Z,0.167
40301,XS1877540465,2021-05-04T00:00:00Z,0.14
40302,XS1877540465,2021-05-05T00:00:00Z,0.138
40303,XS1877540465,2021-05-06T00:00:00Z,0.135
40304,XS1877540465,2021-05-07T00:00:00Z,0.139
40305,XS1877540465,2021-05-10T00:00:00Z,0.141
40306,XS1877540465,2021-05-11T00:00:00Z,0.156
40307,XS1877540465,2021-05-12T00:00:00Z,0.174
40308,XS1877540465,2021-05-13T00:00:00Z,0.18
40309,XS1877540465,2021-05-14T00:00:00Z,0.184
40310,XS1877540465,2021-05-17T00:00:00Z,0.185
40311,XS1877540465,2021-05-18T00:00:00Z,0.191
40312,XS1877540465,2021-05-19T00:00:00Z,0.192
40313,XS1877540465,2021-05-20T00:00:00Z,0.206
40314,XS1877540465,2021-05-21T00:00:00Z,0.195
40315,XS1877540465,2021-05-24T00:00:00Z,0.19
40316,XS1877540465,2021-05-25T00:00:00Z,0.173
40317,XS1877540465,2021-05-26T00:00:00Z,0.161
40318,XS2076139166,2021-04-16T00:00:00Z,0.041
40319,XS2076139166,2021-04-19T00:00:00Z,0.056
40320,XS2076139166,2021-04-20T00:00:00Z,0.049
40321,XS2076139166,2021-04-21T00:00:00Z,0.016
40322,XS2076139166,2021-04-22T00:00:00Z,0.029
40323,XS2076139166,2021-04-23T00:00:00Z,0.023
40324,XS2076139166,2021-04-26T00:00:00Z,0.024
40325,XS2076139166,2021-04-27T00:00:00Z,0.04
40326,XS2076139166,2021-04-28T00:00:00Z,0.045
40327,XS2076139166,2021-04-29T00:00:00Z,0.111
40328,XS2076139166,2021-04-30T00:00:00Z,0.064
40329,XS2076139166,2021-05-03T00:00:00Z,0.072
40330,XS2076139166,2021-05-04T00:00:00Z,0.032
40331,XS2076139166,2021-05-05T00:00:00Z,0.046
40332,XS2076139166,2021-05-06T00:00:00Z,0.032
40333,XS2076139166,2021-05-07T00:00:00Z,0.027
40334,XS2076139166,2021-05-10T00:00:00Z,0.041
40335,XS2076139166,2021-05-11T00:00:00Z,0.067
40336,XS2076139166,2021-05-12T00:00:00Z,0.084
40337,XS2076139166,2021-05-12T00:00:00Z,0.084
40338,XS2076139166,2021-05-14T00:00:00Z,0.073
40339,XS2076139166,2021-05-14T00:00:00Z,0.073
40340,XS2076139166,2021-05-18T00:00:00Z,0.129
40341,XS2076139166,2021-05-19T00:00:00Z,0.131
40342,XS2076139166,2021-05-20T00:00:00Z,0.138
40343,XS2076139166,2021-05-21T00:00:00Z,0.123
40344,XS2076139166,2021-05-21T00:00:00Z,0.123
40345,XS2076139166,2021-05-25T00:00:00Z,0.095
40346,XS2076139166,2021-05-26T00:00:00Z,0.036
40347,XS2175848170,2021-04-19T00:00:00Z,0.039
40348,XS2175848170,2021-04-20T00:00:00Z,0.018
40349,XS2175848170,2021-04-21T00:00:00Z,0.011
40350,XS2175848170,2021-04-22T00:00:00Z,0.014
40351,XS2175848170,2021-04-23T00:00:00Z,0.015
40352,XS2175848170,2021-04-26T00:00:00Z,0.014
40353,XS2175848170,2021-04-27T00:00:00Z,0.028
40354,XS2175848170,2021-04-28T00:00:00Z,0.02
40355,XS2175848170,2021-04-29T00:00:00Z,0.05
40356,XS2175848170,2021-04-30T00:00:00Z,0.032
40357,XS2175848170,2021-05-03T00:00:00Z,0.025
40358,XS2175848170,2021-05-04T00:00:00Z,0.011
40359,XS2175848170,2021-05-05T00:00:00Z,0.008
40360,XS2175848170,2021-05-06T00:00:00Z,0.014
40361,XS2175848170,2021-05-07T00:00:00Z,0.016
40362,XS2175848170,2021-05-10T00:00:00Z,0.023
40363,XS2175848170,2021-05-11T00:00:00Z,0.041
40364,XS2175848170,2021-05-12T00:00:00Z,0.061
40365,XS2175848170,2021-05-13T00:00:00Z,0.068
40366,XS2175848170,2021-05-14T00:00:00Z,0.051
40367,XS2175848170,2021-05-17T00:00:00Z,0.056
40368,XS2175848170,2021-05-18T00:00:00Z,0.063
40369,XS2175848170,2021-05-19T00:00:00Z,0.079
40370,XS2175848170,2021-05-20T00:00:00Z,0.083
40371,XS2175848170,2021-05-21T00:00:00Z,0.054
40372,XS2175848170,2021-05-24T00:00:00Z,0.054
40373,XS2175848170,2021-05-25T00:00:00Z,0.03
40374,XS2175848170,2021-05-26T00:00:00Z,0.011
40375,XS2175848170,2021-05-27T00:00:00Z,0.016
40376,XS2175848170,2021-05-28T00:00:00Z,0.008
40377,XS1199356954,2021-04-22T00:00:00Z,0.094
40378,XS1199356954,2021-04-23T00:00:00Z,0.096
40379,XS1199356954,2021-04-26T00:00:00Z,0.098
40380,XS1199356954,2021-04-27T00:00:00Z,0.108
40381,XS1199356954,2021-04-28T00:00:00Z,0.102
40382,XS1199356954,2021-04-29T00:00:00Z,0.128
40383,XS1199356954,2021-04-30T00:00:00Z,0.105
40384,XS1199356954,2021-05-03T00:00:00Z,0.089
40385,XS1199356954,2021-05-04T00:00:00Z,0.091
40386,XS1199356954,2021-05-05T00:00:00Z,0.079
40387,XS1199356954,2021-05-06T00:00:00Z,0.086
40388,XS1199356954,2021-05-07T00:00:00Z,0.098
40389,XS1199356954,2021-05-10T00:00:00Z,0.089
40390,XS1199356954,2021-05-11T00:00:00Z,0.11
40391,XS1199356954,2021-05-12T00:00:00Z,0.125
40392,XS1199356954,2021-05-13T00:00:00Z,0.135
40393,XS1199356954,2021-05-14T00:00:00Z,0.125
40394,XS1199356954,2021-05-17T00:00:00Z,0.132
40395,XS1199356954,2021-05-18T00:00:00Z,0.131
40396,XS1199356954,2021-05-19T00:00:00Z,0.153
40397,XS1199356954,2021-05-20T00:00:00Z,0.157
40398,XS1199356954,2021-05-21T00:00:00Z,0.133
40399,XS1199356954,2021-05-24T00:00:00Z,0.126
40400,XS1199356954,2021-05-25T00:00:00Z,0.109
40401,XS1199356954,2021-05-26T00:00:00Z,0.091
40402,XS1199356954,2021-05-27T00:00:00Z,0.1
40403,XS1199356954,2021-05-28T00:00:00Z,0.094
40404,XS1199356954,2021-05-31T00:00:00Z,0.072
40405,XS1199356954,2021-06-01T00:00:00Z,0.09
40406,XS2103013210,2021-04-19T00:00:00Z,0.155
40407,XS2103013210,2021-04-20T00:00:00Z,0.133
40408,XS2103013210,2021-04-21T00:00:00Z,0.124
40409,XS2103013210,2021-04-22T00:00:00Z,0.131
40410,XS2103013210,2021-04-23T00:00:00Z,0.146
40411,XS2103013210,2021-04-26T00:00:00Z,0.136
40412,XS2103013210,2021-04-27T00:00:00Z,0.146
40413,XS2103013210,2021-04-28T00:00:00Z,0.139
40414,XS2103013210,2021-04-29T00:00:00Z,0.179
40415,XS2103013210,2021-04-30T00:00:00Z,0.164
40416,XS2103013210,2021-05-03T00:00:00Z,0.168
40417,XS2103013210,2021-05-04T00:00:00Z,0.141
40418,XS2103013210,2021-05-05T00:00:00Z,0.136
40419,XS2103013210,2021-05-06T00:00:00Z,0.147
40420,XS2103013210,2021-05-07T00:00:00Z,0.149
40421,XS2103013210,2021-05-10T00:00:00Z,0.159
40422,XS2103013210,2021-05-11T00:00:00Z,0.208
40423,XS2103013210,2021-05-12T00:00:00Z,0.238
40424,XS2103013210,2021-05-13T00:00:00Z,0.245
40425,XS2103013210,2021-05-14T00:00:00Z,0.239
40426,XS2103013210,2021-05-17T00:00:00Z,0.251
40427,XS2103013210,2021-05-18T00:00:00Z,0.255
40428,XS2103013210,2021-05-19T00:00:00Z,0.266
40429,XS2103013210,2021-05-20T00:00:00Z,0.275
40430,XS2103013210,2021-05-21T00:00:00Z,0.246
40431,XS2103013210,2021-05-24T00:00:00Z,0.239
40432,XS2103013210,2021-05-25T00:00:00Z,0.206
40433,XS2103013210,2021-05-26T00:00:00Z,0.187
40434,XS2103013210,2021-05-27T00:00:00Z,0.204
40435,XS2103013210,2021-05-28T00:00:00Z,0.196
40436,XS2282210231,2021-04-22T00:00:00Z,0.422
40437,XS2282210231,2021-04-23T00:00:00Z,0.429
40438,XS2282210231,2021-04-26T00:00:00Z,0.428
40439,XS2282210231,2021-04-27T00:00:00Z,0.441
40440,XS2282210231,2021-04-28T00:00:00Z,0.449
40441,XS2282210231,2021-04-29T00:00:00Z,0.479
40442,XS2282210231,2021-04-30T00:00:00Z,0.46
40443,XS2282210231,2021-05-03T00:00:00Z,0.454
40444,XS2282210231,2021-05-04T00:00:00Z,0.431
40445,XS2282210231,2021-05-05T00:00:00Z,0.419
40446,XS2282210231,2021-05-06T00:00:00Z,0.435
40447,XS2282210231,2021-05-07T00:00:00Z,0.443
40448,XS2282210231,2021-05-10T00:00:00Z,0.444
40449,XS2282210231,2021-05-11T00:00:00Z,0.507
40450,XS2282210231,2021-05-12T00:00:00Z,0.55
40451,XS2282210231,2021-05-13T00:00:00Z,0.555
40452,XS2282210231,2021-05-14T00:00:00Z,0.539
40453,XS2282210231,2021-05-17T00:00:00Z,0.551
40454,XS2282210231,2021-05-18T00:00:00Z,0.566
40455,XS2282210231,2021-05-19T00:00:00Z,0.574
40456,XS2282210231,2021-05-20T00:00:00Z,0.57
40457,XS2282210231,2021-05-21T00:00:00Z,0.556
40458,XS2282210231,2021-05-24T00:00:00Z,0.545
40459,XS2282210231,2021-05-25T00:00:00Z,0.508
40460,XS2282210231,2021-05-26T00:00:00Z,0.492
40461,XS2282210231,2021-05-27T00:00:00Z,0.502
40462,XS2282210231,2021-05-28T00:00:00Z,0.496
40463,XS2282210231,2021-05-31T00:00:00Z,0.495
40464,XS2282210231,2021-06-01T00:00:00Z,0.495
40465,XS2270150399,2021-04-21T00:00:00Z,0.054
40466,XS2270150399,2021-04-22T00:00:00Z,0.045
40467,XS2270150399,2021-04-23T00:00:00Z,0.045
40468,XS2270150399,2021-04-26T00:00:00Z,0.054
40469,XS2270150399,2021-04-27T00:00:00Z,0.053
40470,XS2270150399,2021-04-28T00:00:00Z,0.065
40471,XS2270150399,2021-04-29T00:00:00Z,0.077
40472,XS2270150399,2021-04-30T00:00:00Z,0.06
40473,XS2270150399,2021-05-03T00:00:00Z,0.057
40474,XS2270150399,2021-05-04T00:00:00Z,0.052
40475,XS2270150399,2021-05-05T00:00:00Z,0.031
40476,XS2270150399,2021-05-06T00:00:00Z,0.034
40477,XS2270150399,2021-05-07T00:00:00Z,0.038
40478,XS2270150399,2021-05-10T00:00:00Z,0.036
40479,XS2270150399,2021-05-11T00:00:00Z,0.058
40480,XS2270150399,2021-05-12T00:00:00Z,0.075
40481,XS2270150399,2021-05-13T00:00:00Z,0.075
40482,XS2270150399,2021-05-14T00:00:00Z,0.076
40483,XS2270150399,2021-05-17T00:00:00Z,0.084
40484,XS2270150399,2021-05-18T00:00:00Z,0.07
40485,XS2270150399,2021-05-19T00:00:00Z,0.087
40486,XS2270150399,2021-05-20T00:00:00Z,0.08
40487,XS2270150399,2021-05-21T00:00:00Z,0.079
40488,XS2270150399,2021-05-24T00:00:00Z,0.064
40489,XS2270150399,2021-05-25T00:00:00Z,0.052
40490,XS2270150399,2021-05-26T00:00:00Z,0.027
40491,XS2270150399,2021-05-27T00:00:00Z,0.045
40492,XS2270150399,2021-05-28T00:00:00Z,0.044
40493,XS2270150399,2021-05-31T00:00:00Z,0.015
40494,XS2234567233,2021-04-21T00:00:00Z,0.425
40495,XS2234567233,2021-04-22T00:00:00Z,0.42
40496,XS2234567233,2021-04-23T00:00:00Z,0.434
40497,XS2234567233,2021-04-26T00:00:00Z,0.434
40498,XS2234567233,2021-04-27T00:00:00Z,0.45
40499,XS2234567233,2021-04-28T00:00:00Z,0.446
40500,XS2234567233,2021-04-29T00:00:00Z,0.488
40501,XS2234567233,2021-04-30T00:00:00Z,0.471
40502,XS2234567233,2021-05-03T00:00:00Z,0.459
40503,XS2234567233,2021-05-04T00:00:00Z,0.442
40504,XS2234567233,2021-05-05T00:00:00Z,0.435
40505,XS2234567233,2021-05-06T00:00:00Z,0.436
40506,XS2234567233,2021-05-07T00:00:00Z,0.423
40507,XS2234567233,2021-05-10T00:00:00Z,0.439
40508,XS2234567233,2021-05-11T00:00:00Z,0.475
40509,XS2234567233,2021-05-12T00:00:00Z,0.503
40510,XS2234567233,2021-05-13T00:00:00Z,0.512
40511,XS2234567233,2021-05-14T00:00:00Z,0.498
40512,XS2234567233,2021-05-17T00:00:00Z,0.518
